bibcode,title,year,month,journal,volume,page,n_authors,n_colombian_authors,num_citations,keywords,doi,arxiv_id,url
2018MNRAS.478.2505I,Radiative transfer modelling of W33A MM1: 3D structure and dynamics of a complex massive star-forming region,2018,8,Monthly Notices of the Royal Astronomical Society,478,2505,8,1,46,radiative transfer; stars: formation; stars: massive; stars: protostars; Astrophysics - Astrophysics of Galaxies; Astrophysics - Solar and Stellar Astrophysics,10.1093/mnras/sty1096,arXiv:1804.09204,https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.2505I
2018JCAP...08..043C,Semiclassical self consistent treatment of the emergence of seeds of cosmic structure. The second order construction,2018,8,Journal of Cosmology and Astroparticle Physics,2018,043,3,1,13,General Relativity and Quantum Cosmology,10.1088/1475-7516/2018/08/043,arXiv:1802.02238,https://ui.adsabs.harvard.edu/abs/2018JCAP...08..043C
2018FrASS...5...24F,Women in Science: An Overview of the Challenges Towards Gender Equality in Colombia and How to Move Forward,2018,8,Frontiers in Astronomy and Space Sciences,5,24,2,1,4,Colombia; Gender Equality; Women; Science; Career,10.3389/fspas.2018.00024,,https://ui.adsabs.harvard.edu/abs/2018FrASS...5...24F
2018OAst...27..183C,Planetary Magnetic Fields and Habitability in Super Earths,2018,9,Open Astronomy,27,183,1,1,3,Planets and satellites:magnetic fields; physical evolution; terrestrial planets. Planet-star interactions.Methods: numerical,10.1515/astro-2018-0026,,https://ui.adsabs.harvard.edu/abs/2018OAst...27..183C
2018MNRAS.481..324W,Galaxy Cluster Mass Reconstruction Project - IV. Understanding the effects of imperfect membership on cluster mass estimation,2018,11,Monthly Notices of the Royal Astronomical Society,481,324,20,1,36,methods: numerical; methods: statistical; galaxies: clusters: general; galaxies: haloes; galaxies: kinematics and dynamics; cosmology: observations; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/sty2257,arXiv:1806.03199,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..324W
2018GReGr..50..146O,Are there any models with homogeneous energy density?,2018,11,General Relativity and Gravitation,50,146,4,2,3,Relativistic fluids; Spherical and non-spherical sources; Interior solutions; General Relativity and Quantum Cosmology,10.1007/s10714-018-2467-0,arXiv:1810.03059,https://ui.adsabs.harvard.edu/abs/2018GReGr..50..146O
2018ApJ...868...55M,The Large-scale Structure of the Halo of the Andromeda Galaxy. II. Hierarchical Structure in the Pan-Andromeda Archaeological Survey,2018,11,The Astrophysical Journal,868,55,32,1,177,catalogs; galaxies: general; galaxies: structure; Local Group; Astrophysics - Astrophysics of Galaxies,10.3847/1538-4357/aae8e7,arXiv:1810.08234,https://ui.adsabs.harvard.edu/abs/2018ApJ...868...55M
2018ApJ...868...39G,On the Effects of Self-obscuration in the (Sub)Millimeter Spectral Indices and the Appearance of Protostellar Disks,2018,11,The Astrophysical Journal,868,39,8,1,49,protoplanetary disks; stars: formation; stars: protostars; Astrophysics - Astrophysics of Galaxies; Astrophysics - Earth and Planetary Astrophysics; Astrophysics - Solar and Stellar Astrophysics,10.3847/1538-4357/aae779,arXiv:1810.00904,https://ui.adsabs.harvard.edu/abs/2018ApJ...868...39G
2018ApJ...868....4A,Large-scale Cosmic-Ray Anisotropies above 4 EeV Measured by the Pierre Auger Observatory,2018,11,The Astrophysical Journal,868,4,200,1,111,astroparticle physics; cosmic rays; Astrophysics - High Energy Astrophysical Phenomena,10.3847/1538-4357/aae689,arXiv:1808.03579,https://ui.adsabs.harvard.edu/abs/2018ApJ...868....4A
2018A&A...619A..57P,Analytic solution of a magnetized tori with magnetic polarization around Kerr black holes,2018,11,Astronomy and Astrophysics,619,A57,3,3,10,accretion; accretion disks; magnetohydrodynamics (MHD); black hole physics; Astrophysics - High Energy Astrophysical Phenomena; General Relativity and Quantum Cosmology,10.1051/0004-6361/201833736,arXiv:1808.07400,https://ui.adsabs.harvard.edu/abs/2018A&A...619A..57P
2018MNRAS.481.4940C,The CGM and IGM at z ∼ 5: metal budget and physical connection,2018,12,Monthly Notices of the Royal Astronomical Society,481,4940,8,0,36,quasars: absorption lines; quasars: general; galaxies: statistics; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/sty2576,arXiv:1809.05813,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4940C
2018MNRAS.481.2338B,Unbiased clustering estimates with the DESI fibre assignment,2018,12,Monthly Notices of the Royal Astronomical Society,481,2338,9,1,45,large-scale structure of Universe; methods: statistical; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/sty2377,arXiv:1805.00951,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.2338B
2018CeMDA.130...82G,Stability and bifurcations of even periodic orbits in the Sitnikov problem,2018,12,Celestial Mechanics and Dynamical Astronomy,130,82,4,3,4,Periodic orbits; Sitnikov problem; Numerical continuation; 70F15; 34B15; 37G15; 37N05,10.1007/s10569-018-9875-z,,https://ui.adsabs.harvard.edu/abs/2018CeMDA.130...82G
2018APh...103..115G,The speed of gravitational waves and power-law solutions in a scalar-tensor model,2018,12,Astroparticle Physics,103,115,2,2,7,General Relativity and Quantum Cosmology,10.1016/j.astropartphys.2018.08.001,arXiv:1802.03781,https://ui.adsabs.harvard.edu/abs/2018APh...103..115G
2018APh...103...67A,About the influence of the density profile on neutron star cooling by neutrino emission,2018,12,Astroparticle Physics,103,67,2,1,6,Neutron star; Equation of state; Density profile; Neutrino cooling,10.1016/j.astropartphys.2018.07.007,,https://ui.adsabs.harvard.edu/abs/2018APh...103...67A
2019PhDT.......184S,"Adventures in Pandora's land. Evolution, behavior and detection of moons and rings around close-in exoplanets",2019,1,Ph.D. Thesis,,,1,1,0,,,,https://ui.adsabs.harvard.edu/abs/2019PhDT.......184S
2019JATIS...5a9001A,Software architecture of the high-level control of FRIDA,2019,1,"Journal of Astronomical Telescopes, Instruments, and Systems",5,019001,5,1,1,,10.1117/1.JATIS.5.1.019001,,https://ui.adsabs.harvard.edu/abs/2019JATIS...5a9001A
2019ApJ...871...79C,"Dynamics of Thick, Open Spirals in PERLAS Potentials",2019,1,The Astrophysical Journal,871,79,5,1,5,chaos; galaxies: kinematics and dynamics; galaxies: structure; Astrophysics - Astrophysics of Galaxies,10.3847/1538-4357/aaf6a6,arXiv:1812.04068,https://ui.adsabs.harvard.edu/abs/2019ApJ...871...79C
2019MNRAS.482.5379G,The radius inflation problem in short-period low-mass binaries: a large sample analysis,2019,2,Monthly Notices of the Royal Astronomical Society,482,5379,4,2,14,techniques: photometric; binaries: eclipsing; stars: late-type; Astrophysics - Solar and Stellar Astrophysics,10.1093/mnras/sty3006,arXiv:1811.01986,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.5379G
2019MNRAS.482.4553R,Lyman α photons through rotating outflows,2019,2,Monthly Notices of the Royal Astronomical Society,482,4553,2,2,10,line: profiles; radiative transfer; methods: numerical; galaxies: ISM; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/sty3009,arXiv:1811.01266,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.4553R
2019IJAsB..18...33E,Breakthrough Listen follow-up of the reported transient signal observed at the Arecibo Telescope in the direction of Ross 128,2019,2,International Journal of Astrobiology,18,33,15,1,6,,10.1017/S1473550417000465,,https://ui.adsabs.harvard.edu/abs/2019IJAsB..18...33E
2019A&A...622A.168C,Photospheric plasma and magnetic field dynamics during the formation of solar AR 11190,2019,2,Astronomy and Astrophysics,622,A168,5,2,6,Sun: photosphere; Sun: granulation; Sun: evolution; Sun: magnetic fields; sunspots; Astrophysics - Solar and Stellar Astrophysics,10.1051/0004-6361/201832760,arXiv:1901.02437,https://ui.adsabs.harvard.edu/abs/2019A&A...622A.168C
2019MNRAS.484.1285S,Correcting for fibre assignment incompleteness in the DESI Bright Galaxy Survey,2019,3,Monthly Notices of the Royal Astronomical Society,484,1285,14,1,40,galaxies: statistics; cosmology: observations; (cosmology:) large-scale structure of Universe; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stz059,arXiv:1809.07355,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.1285S
2019JCAP...03..018A,Measurement of the average shape of longitudinal profiles of cosmic-ray air showers at the Pierre Auger Observatory,2019,3,Journal of Cosmology and Astroparticle Physics,2019,018,200,1,23,Astrophysics - High Energy Astrophysical Phenomena,10.1088/1475-7516/2019/03/018,arXiv:1811.04660,https://ui.adsabs.harvard.edu/abs/2019JCAP...03..018A
2019CAPJ...25...28C,The Educational and Influential Power of the Sun,2019,3,Communicating Astronomy with the Public Journal,25,28,4,2,0,,,,https://ui.adsabs.harvard.edu/abs/2019CAPJ...25...28C
2019ApJ...874...39W,Two Predictions of Supernova: GRB 130427A/SN 2013cq and GRB 180728A/SN 2018fip,2019,3,The Astrophysical Journal,874,39,8,2,42,binaries: general; black hole physics; gamma-ray burst: general; hydrodynamics; stars: neutron; supernovae: general; Astrophysics - High Energy Astrophysical Phenomena,10.3847/1538-4357/ab04f8,arXiv:1811.05433,https://ui.adsabs.harvard.edu/abs/2019ApJ...874...39W
2019Ap.....62...57C,Relationship Between the Ionization Energy and the Radial Velocity of the Ionized Gas in Gaseous Nebulae,2019,3,Astrophysics,62,57,2,1,1,ionization potential; radial velocity; HII region,10.1007/s10511-019-09564-9,,https://ui.adsabs.harvard.edu/abs/2019Ap.....62...57C
2019Ap&SS.364...61G,Finite scale factor and future singularities,2019,4,Astrophysics and Space Science,364,61,1,1,1,Dark energy; Singularities; General Relativity and Quantum Cosmology; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1007/s10509-019-3549-5,arXiv:1907.06880,https://ui.adsabs.harvard.edu/abs/2019Ap&SS.364...61G
2019MNRAS.485.4343C,Predicting extragalactic distance errors using Bayesian inference in multimeasurement catalogues,2019,5,Monthly Notices of the Royal Astronomical Society,485,4343,4,4,3,methods: data analysis; methods: statistical; astronomical data bases: miscellaneous; catalogues; galaxies: distances and redshifts; galaxies: statistics; Astrophysics - Instrumentation and Methods for Astrophysics; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stz615,arXiv:1805.02578,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4343C
2019MNRAS.485..522P,Revisiting the dynamics of planets in binaries: evolutionary time-scales and the effect of early stellar evolution,2019,5,Monthly Notices of the Royal Astronomical Society,485,522,2,2,1,methods: analytical; methods: numerical; celestial mechanics; planet-star interactions; binaries: close; stars: evolution; Astrophysics - Earth and Planetary Astrophysics,10.1093/mnras/stz370,arXiv:1901.04582,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485..522P
2019AJ....157..175V,Assessing Disk Galaxy Stability through Time,2019,5,The Astronomical Journal,157,175,3,1,5,galaxies: evolution; galaxies: kinematics and dynamics; galaxies: structure; methods: numerical; Astrophysics - Astrophysics of Galaxies,10.3847/1538-3881/ab100f,arXiv:1903.07728,https://ui.adsabs.harvard.edu/abs/2019AJ....157..175V
2019MNRAS.486L..69Z,Can we predict the impact conditions of metre-sized meteoroids?,2019,6,Monthly Notices of the Royal Astronomical Society,486,L69,4,4,9,methods: numerical; meteorites; meteors; meteoroids; Astrophysics - Earth and Planetary Astrophysics,10.1093/mnrasl/slz060,arXiv:1902.03980,https://ui.adsabs.harvard.edu/abs/2019MNRAS.486L..69Z
2019MNRAS.485.5276F,β-Skeleton analysis of the cosmic web,2019,6,Monthly Notices of the Royal Astronomical Society,485,5276,5,1,21,methods: statistical; cosmological parameters; cosmology: observations; large-scale structure of Universe; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stz773,arXiv:1809.00438,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5276F
2019A&A...626A..10G,Solving the distance discrepancy for the open cluster NGC 2453. The planetary nebula NGC 2452 is not a cluster member,2019,6,Astronomy and Astrophysics,626,A10,9,2,9,open clusters and associations: general; planetary nebulae: general; catalogs; Astrophysics - Astrophysics of Galaxies; Astrophysics - Solar and Stellar Astrophysics,10.1051/0004-6361/201935243,arXiv:1906.09500,https://ui.adsabs.harvard.edu/abs/2019A&A...626A..10G
2019MNRAS.486.3963A,Orbital decay of short-period gas giants under evolving tides,2019,7,Monthly Notices of the Royal Astronomical Society,486,3963,2,2,13,planets and satellites: dynamical evolution and stability; planets and satellites: gaseous planets; planets and satellites: physical evolution; Astrophysics - Earth and Planetary Astrophysics,10.1093/mnras/stz1081,arXiv:1904.07596,https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.3963A
2019ApJS..243....1P,State Resolved Data for Quadrupole Radiative Association of H+H and Dissociation of H<SUB>2</SUB> through Orbiting Resonances,2019,7,The Astrophysical Journal Supplement Series,243,1,3,3,6,early universe; ISM: molecules; line: formation; line: identification; molecular data; molecular processes,10.3847/1538-4365/ab24e0,,https://ui.adsabs.harvard.edu/abs/2019ApJS..243....1P
2019MNRAS.487.3162C,Emerging trends in metallicity and lithium properties of debris disc stars,2019,8,Monthly Notices of the Royal Astronomical Society,487,3162,7,1,17,planets and satellites: formation; stars: abundances; circumstellar matter; planetary systems; stars: solar-type; Astrophysics - Solar and Stellar Astrophysics; Astrophysics - Earth and Planetary Astrophysics,10.1093/mnras/stz1496,arXiv:1905.12066,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.3162C
2019MNRAS.487.2340Z,Orbit classification in a pseudo-Newtonian Copenhagen problem with Schwarzschild-like primaries,2019,8,Monthly Notices of the Royal Astronomical Society,487,2340,4,1,4,black hole physics; chaos; methods: numerical; General Relativity and Quantum Cosmology,10.1093/mnras/stz1432,arXiv:1907.09201,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.2340Z
2019AN....340..674F,RISEPix—A Timepix−based radiation monitor telescope onboard the RISESAT satellite,2019,8,Astronomische Nachrichten,340,674,10,1,11,,10.1002/asna.201913674,,https://ui.adsabs.harvard.edu/abs/2019AN....340..674F
2019MNRAS.488.1987G,Clustering and redshift-space distortions in modified gravity models with massive neutrinos,2019,9,Monthly Notices of the Royal Astronomical Society,488,1987,7,2,20,methods: numerical; methods: statistical; galaxies: haloes; cosmological parameters; large-scale structure of Universe; cosmology: theory; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stz1850,arXiv:1903.00154,https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.1987G
2019RMxAA..55..273N,Substructure Formation in Tidal Streams of Galactic Minor Mergers,2019,10,Revista Mexicana de Astronomia y Astrofisica,55,273,4,1,3,galaxies: evolution; galaxies: interactions; galaxies: star clusters: general; globular clusters: general; methods: numerical; open clusters and associations: general; Astrophysics - Astrophysics of Galaxies,10.22201/ia.01851101p.2019.55.02.14,arXiv:1908.07114,https://ui.adsabs.harvard.edu/abs/2019RMxAA..55..273N
2019RMxAA..55..177E,Minimizing Fuel consumption in Orbit Transfers Using Universal Variable and Particle Swarm Optimization,2019,10,Revista Mexicana de Astronomia y Astrofisica,55,177,2,2,0,celestial mechanics; methods: numerical; planets and satellites: fundamental parameters; space vehicles,10.22201/ia.01851101p.2019.55.02.05,,https://ui.adsabs.harvard.edu/abs/2019RMxAA..55..177E
2019MNRAS.489.2769N,Numerical simulations of the emerging plasma blob into a solar coronal hole,2019,10,Monthly Notices of the Royal Astronomical Society,489,2769,4,2,4,MHD; waves; Sun: atmosphere; Astrophysics - Solar and Stellar Astrophysics,10.1093/mnras/stz2313,arXiv:1910.11814,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2769N
2019MNRAS.489.2313S,"Ploonets: formation, evolution, and detectability of tidally detached exomoons",2019,10,Monthly Notices of the Royal Astronomical Society,489,2313,5,3,29,Techniques: photometric; Planets and satellites: atmospheres; Planets and satellites: dynamical evolution and stability; Astrophysics - Earth and Planetary Astrophysics,10.1093/mnras/stz2110,arXiv:1906.11400,https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2313S
2019JCAP...10..022A,Probing the origin of ultra-high-energy cosmic rays with neutrinos in the EeV energy range using the Pierre Auger Observatory,2019,10,Journal of Cosmology and Astroparticle Physics,2019,022,200,1,149,Astrophysics - High Energy Astrophysical Phenomena,10.1088/1475-7516/2019/10/022,arXiv:1906.07422,https://ui.adsabs.harvard.edu/abs/2019JCAP...10..022A
2019MNRAS.490..219F,Secular and rotational light curves of 6478 Gault,2019,11,Monthly Notices of the Royal Astronomical Society,490,219,3,1,8,comets; minor planets; 6478 Gault; Astrophysics - Earth and Planetary Astrophysics,10.1093/mnras/stz2418,arXiv:1906.10195,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490..219F
2019JCAP...11..016C,Probing homogeneity with standard candles,2019,11,Journal of Cosmology and Astroparticle Physics,2019,016,4,1,13,Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/1475-7516/2019/11/016,arXiv:1706.09734,https://ui.adsabs.harvard.edu/abs/2019JCAP...11..016C
2019JCAP...11..004A,Limits on point-like sources of ultra-high-energy neutrinos with the Pierre Auger Observatory,2019,11,Journal of Cosmology and Astroparticle Physics,2019,004,200,1,41,Astrophysics - High Energy Astrophysical Phenomena,10.1088/1475-7516/2019/11/004,arXiv:1906.07419,https://ui.adsabs.harvard.edu/abs/2019JCAP...11..004A
2019GReGr..51..153B,Scattering of uncharged particles in the field of two extremely charged black holes,2019,11,General Relativity and Gravitation,51,153,5,1,5,Particle scattering; Majumdar-Papapetrou spacetime; Gyroscope precession; General Relativity and Quantum Cosmology,10.1007/s10714-019-2642-y,arXiv:1906.01991,https://ui.adsabs.harvard.edu/abs/2019GReGr..51..153B
2019PDU....2600343G,Constraining light fermionic dark matter with binary pulsars,2019,12,Physics of the Dark Universe,26,100343,1,1,3,Dark matter; Degenerate gas of free fermions; Binary pulsars; Orbital period decay; Astrophysics - Astrophysics of Galaxies; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1016/j.dark.2019.100343,arXiv:1906.10316,https://ui.adsabs.harvard.edu/abs/2019PDU....2600343G
